,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
38291,4.26,ИУ,9,Специалист,True,2008,Ж
38312,4.8,ИУ,11,Специалист,False,2010,Ж
38314,3.0,ИУ,1,Специалист,True,2014,Ж
38315,4.86,ИУ,8,Б,False,2016,Ж
38317,4.25,ИУ,1,Б,True,2017,Ж
38318,5.0,ИУ,4,М,False,2018,Ж
38319,3.75,ИУ,1,Б,True,2018,Ж
38320,4.77,ИУ,8,Б,False,2014,Ж
38349,4.16,ИУ,12,Специалист,False,2010,Ж
38351,5.0,ИУ,4,М,False,2018,Ж
38354,3.25,ИУ,1,Специалист,True,2010,Ж
38355,4.58,ИУ,8,Б,False,2015,Ж
38356,4.33,ИУ,4,М,False,2016,Ж
38379,4.22,ИУ,11,Специалист,False,2008,Ж
38380,4.79,ИУ,11,Специалист,False,2009,Ж
38381,4.17,ИУ,11,Специалист,False,2009,Ж
38382,4.53,ИУ,11,Специалист,False,2008,Ж
38383,3.51,ИУ,12,Специалист,True,2009,Ж
38384,3.55,ИУ,7,Специалист,True,2012,Ж
38385,4.24,ИУ,8,Б,False,2013,Ж
38386,4.97,ИУ,7,Б,True,2015,Ж
38387,4.81,ИУ,7,Б,True,2016,Ж
38398,4.83,ИУ,8,Б,False,2014,Ж
38399,4.17,ИУ,7,Б,True,2016,Ж
38401,3.22,ИУ,2,Специалист,True,2010,Ж
38402,4.26,ИУ,7,Б,True,2015,Ж
38403,4.27,ИУ,4,М,False,2016,Ж
38500,3.46,ИУ,12,Специалист,False,2010,Ж
38502,4.94,ИУ,8,Б,False,2014,Ж
38503,3.69,ИУ,8,Б,False,2015,Ж
38505,3.71,ИУ,8,Специалист,True,2011,Ж
38506,3.0,ИУ,1,Специалист,True,2008,Ж
38508,4.5,ИУ,1,М,True,2016,Ж
38542,3.82,ИУ,8,Специалист,True,2007,Ж
38543,4.34,ИУ,9,Специалист,True,2007,Ж
38544,4.5,ИУ,8,Б,False,2013,Ж
38545,4.85,ИУ,8,Б,False,2016,Ж
38546,5.0,ИУ,4,М,False,2017,Ж
38548,3.81,ИУ,5,Специалист,True,2009,Ж
38550,4.12,ИУ,8,Б,False,2016,Ж
38552,4.81,ИУ,8,Б,False,2013,Ж
38553,4.24,ИУ,8,Б,False,2015,Ж
38554,5.0,ИУ,4,М,False,2017,Ж
38556,4.5,ИУ,7,Специалист,True,2008,Ж
38557,3.0,ИУ,1,Специалист,True,2015,Ж
38558,4.48,ИУ,8,Б,False,2015,Ж
38643,4.57,ИУ,12,Специалист,False,2011,Ж
38644,4.78,ИУ,12,Специалист,False,2014,Ж
38645,4.66,ИУ,10,Специалист,True,2007,Ж
38646,4.94,ИУ,12,Специалист,False,2010,Ж
38647,4.51,ИУ,12,Специалист,False,2011,Ж
38648,4.64,ИУ,8,Специалист,True,2007,Ж
38649,4.33,ИУ,12,Специалист,False,2013,Ж
38660,4.2,ИУ,3,Специалист,True,2017,Ж
38669,3.56,ИУ,2,Специалист,True,2009,Ж
38730,4.16,ИУ,8,Б,True,2014,Ж
38731,3.91,ИУ,8,Б,True,2013,Ж
38732,4.06,ИУ,4,М,False,2016,Ж
38753,4.25,ИУ,4,М,False,2015,М
38757,5.0,ИУ,4,М,False,2015,Ж
38761,4.25,ИУ,12,Специалист,False,2012,Ж
38773,4.07,ИУ,7,Специалист,True,2007,Ж
38774,4.92,ИУ,8,Б,False,2013,Ж
38775,5.0,ИУ,4,М,False,2017,Ж
38777,4.51,ИУ,8,Б,False,2014,Ж
38778,4.92,ИУ,4,М,False,2018,Ж
38808,4.48,ИУ,11,Специалист,False,2008,Ж
38810,4.5,ИУ,7,Б,True,2016,Ж
38827,4.82,ИУ,8,Б,False,2015,Ж
38828,4.97,ИУ,8,Б,False,2015,Ж
38829,4.24,ИУ,8,Б,False,2015,Ж
38851,5.0,ИУ,4,М,False,2016,Ж
38855,4.82,ИУ,9,Специалист,True,2008,Ж
38856,4.85,ИУ,12,Специалист,False,2013,Ж
38857,4.47,ИУ,11,Специалист,True,2014,Ж
38858,4.77,ИУ,11,Специалист,True,2014,Ж
38859,4.25,ИУ,12,Специалист,False,2014,Ж
38914,3.75,ИУ,1,Специалист,True,2009,Ж
38916,4.21,ИУ,8,Специалист,True,2008,Ж
38919,5.0,ИУ,8,Б,False,2014,Ж
38920,4.79,ИУ,8,Б,False,2015,Ж
38943,4.48,ИУ,11,Специалист,False,2008,Ж
38944,4.91,ИУ,11,Специалист,False,2008,Ж
38945,3.86,ИУ,11,Специалист,False,2009,Ж
38946,4.84,ИУ,7,Специалист,True,2012,Ж
38952,4.95,ИУ,8,Б,False,2014,Ж
38953,4.89,ИУ,7,Б,True,2015,Ж
38954,4.32,ИУ,8,Б,True,2011,Ж
38955,4.39,ИУ,7,Специалист,True,2012,Ж
38956,4.9,ИУ,8,Б,False,2014,Ж
38958,5.0,ИУ,4,М,False,2015,Ж
38959,4.77,ИУ,4,М,False,2016,Ж
38960,4.85,ИУ,4,М,False,2016,Ж
39038,4.0,ИУ,9,Специалист,True,2008,Ж
39040,4.39,ИУ,8,Б,False,2013,Ж
39042,3.75,ИУ,1,Специалист,True,2010,Ж
39059,3.82,ИУ,6,Специалист,True,2011,Ж
39060,4.45,ИУ,8,Б,False,2015,Ж
39061,3.88,ИУ,2,Б,True,2016,Ж
39062,4.13,ИУ,4,М,False,2015,Ж
39063,4.1,ИУ,4,М,False,2015,Ж
39086,4.57,ИУ,12,Специалист,False,2014,Ж
39098,4.56,ИУ,4,М,False,2016,Ж
39102,4.18,ИУ,8,Б,False,2013,Ж
39103,4.92,ИУ,4,М,False,2017,Ж
39114,3.6,ИУ,11,Специалист,False,2009,Ж
39117,4.42,ИУ,7,Б,True,2016,Ж
39133,4.75,ИУ,1,Б,True,2019,Ж
39135,4.54,ИУ,12,Специалист,False,2013,Ж
39147,4.46,ИУ,9,Специалист,True,2008,Ж
39148,4.86,ИУ,12,Специалист,False,2013,Ж
39170,3.88,ИУ,12,Специалист,False,2010,Ж
39182,4.37,ИУ,10,Специалист,True,2009,М
39193,4.0,ИУ,9,Специалист,True,2008,М
39204,3.38,ИУ,2,Б,True,2017,М
39205,4.27,ИУ,4,Б,True,2014,М
39206,3.0,ИУ,1,Специалист,True,2007,М
39216,4.68,ИУ,12,Специалист,False,2010,Ж
39217,5.0,ИУ,12,Специалист,False,2011,Ж
39218,4.69,ИУ,12,Специалист,False,2014,Ж
39252,4.77,ИУ,10,Специалист,True,2009,Ж
39255,3.25,ИУ,1,Специалист,True,2013,Ж
39265,3.59,ИУ,9,Специалист,True,2008,Ж
39266,4.03,ИУ,12,Специалист,False,2010,Ж
39267,4.82,ИУ,11,Специалист,True,2009,Ж
39300,4.43,ИУ,11,Специалист,False,2009,Ж
39303,5.0,ИУ,7,Б,True,2015,Ж
39304,3.92,ИУ,8,Б,True,2010,Ж
39305,4.95,ИУ,8,Б,False,2014,Ж
39307,4.95,ИУ,4,М,False,2015,Ж
39343,4.67,ИУ,4,М,False,2016,Ж
39344,4.05,ИУ,4,М,False,2015,Ж
39351,3.41,ИУ,10,Специалист,True,2007,Ж
39362,3.5,ИУ,12,Специалист,False,2010,М
39374,4.05,ИУ,10,Специалист,True,2009,М
39385,3.0,ИУ,1,Б,True,2016,М
39387,4.7,ИУ,12,Специалист,False,2010,М
39399,4.98,ИУ,12,Специалист,False,2011,Ж
39411,4.94,ИУ,12,Специалист,False,2011,Ж
39412,4.73,ИУ,12,Специалист,False,2012,Ж
39413,4.98,ИУ,11,Специалист,True,2013,Ж
39447,4.4,ИУ,12,Специалист,False,2012,Ж
39459,4.92,ИУ,8,Б,False,2013,Ж
39460,3.27,ИУ,3,Б,True,2016,Ж
39461,4.64,ИУ,8,Б,False,2016,Ж
39462,3.75,ИУ,1,Б,True,2017,Ж
39463,5.0,ИУ,4,М,False,2016,Ж
39485,4.05,ИУ,8,Б,False,2016,Ж
39486,4.43,ИУ,8,Б,False,2016,Ж
39487,4.67,ИУ,1,М,True,2016,Ж
39503,4.26,ИУ,11,Специалист,False,2008,Ж
39504,4.21,ИУ,11,Специалист,False,2009,Ж
39505,4.89,ИУ,7,Б,True,2015,Ж
39510,3.9,ИУ,8,Б,False,2014,Ж
39511,4.45,ИУ,7,Б,True,2015,Ж
39549,4.77,ИУ,8,Б,False,2014,Ж
39550,4.9,ИУ,4,М,False,2018,Ж
39551,4.9,ИУ,4,М,False,2018,Ж
39552,4.83,ИУ,8,Б,False,2015,Ж
39553,5.0,ИУ,8,Б,False,2016,Ж
39581,4.41,ИУ,6,Специалист,True,2011,Ж
39582,4.93,ИУ,8,Б,False,2013,Ж
39583,5.0,ИУ,4,М,False,2017,Ж
39584,4.56,ИУ,4,М,False,2018,Ж
39585,4.05,ИУ,6,Специалист,True,2011,Ж
39586,4.41,ИУ,7,Б,True,2014,Ж
39587,3.0,ИУ,3,Б,True,2015,Ж
39626,4.58,ИУ,4,М,False,2016,Ж
39630,3.83,ИУ,3,Б,True,2015,Ж
39636,3.68,ИУ,12,Специалист,False,2011,М
39637,4.25,ИУ,11,Специалист,True,2014,М
39660,4.75,ИУ,11,Специалист,False,2011,М
39671,4.86,ИУ,11,Специалист,False,2010,М
39674,4.4,ИУ,8,Б,False,2016,М
39690,4.17,ИУ,8,Б,False,2013,М
39691,4.79,ИУ,8,Б,False,2015,М
39692,3.61,ИУ,8,Б,True,2013,М
39693,4.33,ИУ,4,М,False,2017,М
39694,3.29,ИУ,3,Специалист,True,2008,М
39725,4.57,ИУ,11,Специалист,False,2008,М
39728,4.06,ИУ,7,Специалист,True,2012,М
39729,3.65,ИУ,7,Специалист,True,2012,М
39730,4.8,ИУ,4,М,False,2015,М
39756,3.5,ИУ,1,Специалист,True,2010,М
39757,3.64,ИУ,8,Б,False,2013,М
39758,3.0,ИУ,2,Б,True,2014,М
39759,4.86,ИУ,8,Б,False,2016,М
39760,3.08,ИУ,3,Б,True,2016,М
39761,3.35,ИУ,4,Б,True,2016,М
39795,4.95,ИУ,6,Специалист,True,2012,М
39796,4.59,ИУ,7,Б,True,2014,М
39797,4.83,ИУ,4,М,False,2018,М
39798,4.93,ИУ,4,М,False,2016,М
39799,4.8,ИУ,4,М,False,2015,М
39823,3.83,ИУ,12,Специалист,False,2013,М
39824,4.76,ИУ,12,Специалист,False,2014,М
39831,3.0,ИУ,1,Специалист,True,2017,М
39851,4.26,ИУ,12,Специалист,False,2012,М
39852,4.39,ИУ,9,Специалист,True,2008,М
39853,4.31,ИУ,12,Специалист,False,2010,М
39854,4.56,ИУ,12,Специалист,False,2012,М
39855,4.79,ИУ,11,Специалист,True,2014,М
39910,3.91,ИУ,12,Специалист,False,2012,М
39911,5.0,ИУ,11,Специалист,False,2010,М
39933,4.49,ИУ,11,Специалист,False,2010,М
39944,3.65,ИУ,9,Специалист,True,2009,М
39948,3.6,ИУ,1,Специалист,True,2014,М
39960,3.43,ИУ,9,Б,True,2012,М
39961,5.0,ИУ,8,Б,False,2014,М
39962,4.76,ИУ,7,Б,True,2015,М
39963,4.86,ИУ,4,М,False,2018,М
39965,3.0,ИУ,1,Специалист,True,2014,М
39966,4.8,ИУ,4,М,False,2015,М
39973,3.33,ИУ,2,Специалист,True,2011,М
39999,4.05,ИУ,10,Специалист,True,2009,М
40010,4.5,ИУ,3,Б,True,2015,М
40020,4.48,ИУ,12,Специалист,False,2014,М
40032,4.12,ИУ,12,Специалист,True,2011,М
40045,4.41,ИУ,8,Б,False,2013,М
40053,4.23,ИУ,8,Б,False,2016,М
40061,4.39,ИУ,4,М,False,2017,М
40065,3.95,ИУ,12,Специалист,False,2014,М
40069,3.3,ИУ,2,Специалист,True,2018,М
40080,4.0,ИУ,1,Специалист,True,2012,М
40084,4.69,ИУ,11,Специалист,True,2014,М
40096,4.8,ИУ,12,Специалист,False,2014,М
40108,3.92,ИУ,3,Специалист,True,2008,М
40113,4.47,ИУ,8,Б,False,2016,М
40114,3.96,ИУ,6,Специалист,True,2009,М
40115,3.6,ИУ,1,М,True,2015,М
40133,3.84,ИУ,9,Специалист,True,2008,Ж
40144,3.12,ИУ,2,Б,True,2016,Ж
40149,4.07,ИУ,10,Специалист,True,2007,Ж
40160,4.8,ИУ,10,Специалист,True,2009,Ж
40163,3.44,ИУ,2,Специалист,True,2017,Ж
40174,4.85,ИУ,4,М,False,2017,Ж
40175,4.42,ИУ,8,Б,False,2013,Ж
40186,4.26,ИУ,11,Специалист,False,2009,Ж
40187,4.75,ИУ,7,Б,True,2016,Ж
40190,4.35,ИУ,7,Специалист,True,2012,Ж
40191,4.94,ИУ,7,Б,True,2016,Ж
40192,4.38,ИУ,4,М,False,2016,Ж
40225,4.14,ИУ,9,Специалист,True,2008,Ж
40228,4.63,ИУ,4,М,False,2015,Ж
40229,5.0,ИУ,4,М,False,2016,Ж
40244,3.25,ИУ,1,Специалист,True,2013,Ж
40245,3.64,ИУ,3,Б,True,2018,Ж
40252,4.13,ИУ,12,Специалист,False,2014,Ж
40253,4.91,ИУ,8,Специалист,True,2008,Ж
40275,4.54,ИУ,10,Специалист,True,2009,Ж
40286,4.92,ИУ,8,Б,False,2014,Ж
40294,4.95,ИУ,12,Специалист,False,2010,Ж
40295,4.86,ИУ,12,Специалист,False,2011,Ж
40318,4.17,ИУ,9,Специалист,True,2008,Ж
40329,5.0,ИУ,12,Специалист,False,2010,Ж
40341,4.79,ИУ,4,М,False,2015,Ж
40345,3.4,ИУ,12,Специалист,True,2011,Ж
40359,3.13,ИУ,8,Специалист,True,2009,Ж
40370,4.5,ИУ,1,Б,True,2017,Ж
40372,4.05,ИУ,12,Специалист,False,2010,Ж
40374,4.54,ИУ,11,Специалист,True,2009,Ж
40396,4.77,ИУ,3,Специалист,True,2014,Ж
40400,3.91,ИУ,12,Специалист,True,2013,М
40401,4.23,ИУ,11,Специалист,True,2014,М
40426,4.62,ИУ,11,Специалист,False,2009,М
40427,3.33,ИУ,4,Специалист,True,2010,М
40445,3.24,ИУ,8,Специалист,True,2008,М
40446,3.67,ИУ,2,Специалист,True,2011,М
40449,3.85,ИУ,3,Специалист,True,2012,М
40466,3.58,ИУ,9,Специалист,True,2008,М
40467,3.59,ИУ,4,Специалист,True,2013,М
40469,3.25,ИУ,1,Специалист,True,2009,М
40485,4.9,ИУ,7,Специалист,True,2012,М
40486,4.55,ИУ,4,М,False,2017,М
40487,5.0,ИУ,4,М,False,2016,М
40501,4.28,ИУ,9,Специалист,True,2008,М
40502,3.86,ИУ,10,Специалист,True,2009,М
40507,4.74,ИУ,8,Б,False,2014,М
40508,4.55,ИУ,4,М,False,2018,М
40509,4.0,ИУ,3,Б,True,2018,М
40539,3.73,ИУ,9,Специалист,True,2009,М
40540,4.73,ИУ,6,Специалист,True,2012,М
40544,4.12,ИУ,2,Б,True,2017,М
40545,4.94,ИУ,4,М,False,2017,М
40546,4.93,ИУ,4,М,False,2016,М
40571,3.52,ИУ,10,Специалист,True,2009,М
40572,3.82,ИУ,11,Специалист,True,2013,М
40573,4.66,ИУ,12,Специалист,False,2014,М
40580,3.5,ИУ,5,Специалист,True,2015,М
40614,3.25,ИУ,12,Специалист,True,2011,М
40615,3.98,ИУ,9,Специалист,True,2012,М
40641,4.92,ИУ,4,М,False,2017,М
40642,3.25,ИУ,1,Б,True,2017,М
40643,3.41,ИУ,8,Б,False,2014,М
40655,4.66,ИУ,7,Б,True,2015,М
40656,4.47,ИУ,3,Б,True,2015,М
40657,3.61,ИУ,7,Б,True,2016,М
40658,4.31,ИУ,8,Б,True,2014,М
40686,4.28,ИУ,12,Специалист,False,2010,М
40690,3.12,ИУ,2,Б,True,2016,М
40704,3.12,ИУ,2,Б,True,2016,М
40707,4.92,ИУ,12,Специалист,False,2013,М
40719,3.0,ИУ,1,Специалист,True,2008,М
40721,4.79,ИУ,11,Специалист,True,2014,Ж
40722,4.55,ИУ,11,Специалист,True,2013,Ж
40745,4.59,ИУ,8,Б,False,2016,Ж
40753,4.51,ИУ,12,Специалист,False,2011,М
40765,4.94,ИУ,12,Специалист,False,2011,Ж
40777,4.39,ИУ,8,Б,False,2013,Ж
40778,4.72,ИУ,4,М,False,2017,Ж
40789,4.45,ИУ,11,Специалист,True,2013,М
40791,3.96,ИУ,6,Специалист,True,2012,М
40809,3.85,ИУ,8,Б,False,2014,М
40817,4.4,ИУ,8,Б,False,2015,М
40825,4.56,ИУ,7,Б,True,2016,М
40826,3.75,ИУ,7,Б,True,2016,М
40841,3.89,ИУ,8,Б,False,2015,М
40849,3.0,ИУ,1,Специалист,True,2015,М
40851,4.32,ИУ,12,Специалист,False,2014,М
40863,3.93,ИУ,8,Б,False,2016,М
40871,3.0,ИУ,2,Специалист,True,2010,М
40875,3.27,ИУ,2,Специалист,True,2009,М
40879,3.9,ИУ,9,Специалист,True,2008,М
40880,4.31,ИУ,12,Специалист,False,2010,М
40885,3.0,ИУ,1,Специалист,True,2009,М
40904,3.65,ИУ,5,Специалист,True,2009,Ж
40911,5.0,ИУ,7,Специалист,True,2012,Ж
40919,4.31,ИУ,3,Специалист,True,2017,М
40923,3.0,ИУ,1,Специалист,True,2010,М
40925,3.31,ИУ,10,Специалист,True,2010,М
40937,3.33,ИУ,2,Специалист,True,2011,М
40942,4.16,ИУ,4,Специалист,True,2014,М
40948,4.07,ИУ,9,Специалист,True,2008,М
40951,3.11,ИУ,2,Специалист,True,2015,М
40964,3.95,ИУ,8,Б,False,2015,М
40965,4.92,ИУ,4,М,False,2017,М
40976,3.65,ИУ,8,Б,False,2015,М
40977,4.67,ИУ,4,М,False,2017,М
40988,3.92,ИУ,8,Б,False,2015,М
40996,3.74,ИУ,9,Специалист,True,2008,М
40997,3.93,ИУ,4,Б,True,2015,М
41001,4.67,ИУ,4,М,False,2016,М
41018,4.57,ИУ,10,Специалист,True,2009,М
41029,4.11,ИУ,9,Специалист,True,2009,М
41040,3.54,ИУ,3,Специалист,True,2017,Ж
41044,4.4,ИУ,11,Специалист,False,2009,Ж
41045,5.0,ИУ,8,Специалист,True,2008,Ж
41066,4.77,ИУ,8,Б,False,2015,Ж
41074,4.81,ИУ,4,М,False,2018,Ж
41078,4.59,ИУ,12,Специалист,False,2010,Ж
41079,3.22,ИУ,12,Специалист,False,2010,Ж
41081,5.0,ИУ,7,Б,True,2015,Ж
41084,4.3,ИУ,8,Специалист,True,2010,Ж
41086,4.5,ИУ,8,Б,False,2013,Ж
41087,4.93,ИУ,8,Б,False,2014,Ж
41088,4.62,ИУ,4,М,False,2017,Ж
41089,4.93,ИУ,4,М,False,2018,Ж
41092,4.58,ИУ,8,Б,True,2013,Ж
41093,4.86,ИУ,4,М,False,2018,Ж
41156,4.14,ИУ,6,Специалист,True,2012,Ж
41157,3.0,ИУ,1,Б,True,2016,Ж
41166,4.88,ИУ,12,Специалист,False,2011,Ж
41167,4.73,ИУ,12,Специалист,False,2012,Ж
41168,4.93,ИУ,10,Специалист,True,2007,Ж
41169,4.36,ИУ,12,Специалист,False,2013,Ж
41170,4.34,ИУ,12,Специалист,True,2011,Ж
41226,3.5,ИУ,1,Специалист,True,2017,М
41228,4.2,ИУ,1,М,True,2015,М
41231,4.06,ИУ,11,Специалист,False,2011,М
41232,4.17,ИУ,1,Специалист,True,2019,М
41244,4.04,ИУ,7,Б,True,2012,М
41253,3.64,ИУ,9,Специалист,True,2011,М
41264,4.69,ИУ,8,Б,False,2016,М
41272,3.63,ИУ,3,М,True,2016,М
41276,3.33,ИУ,2,Специалист,True,2011,М
41282,3.85,ИУ,12,Специалист,False,2013,М
41294,4.77,ИУ,11,Специалист,True,2008,М
41306,5.0,ИУ,4,М,False,2017,М
41307,3.82,ИУ,8,Б,False,2013,М
41318,4.17,ИУ,8,Б,False,2013,М
41319,3.42,ИУ,3,М,True,2017,М
41331,4.28,ИУ,7,Специалист,True,2011,М
41332,4.75,ИУ,4,М,False,2017,М
41333,4.17,ИУ,8,Б,False,2013,М
41334,4.79,ИУ,4,М,False,2015,М
41355,3.3,ИУ,3,Специалист,True,2013,М
41356,4.59,ИУ,8,Б,False,2016,М
41357,3.11,ИУ,2,Специалист,True,2008,М
41358,3.27,ИУ,3,Б,True,2017,М
41376,4.91,ИУ,8,Б,False,2014,М
41384,3.55,ИУ,11,Специалист,False,2009,М
41395,3.9,ИУ,8,Б,False,2016,М
41403,4.35,ИУ,12,Специалист,False,2011,М
41415,4.6,ИУ,12,Специалист,False,2014,М
41427,3.69,ИУ,9,Специалист,True,2008,М
41438,4.6,ИУ,8,Б,False,2016,М
41446,4.75,ИУ,11,Специалист,False,2009,Ж
41457,3.0,ИУ,1,Б,True,2015,Ж
41460,3.64,ИУ,11,Специалист,False,2011,Ж
41471,4.49,ИУ,12,Специалист,False,2012,Ж
41483,3.93,ИУ,7,Специалист,True,2007,Ж
41494,4.26,ИУ,9,Специалист,True,2008,Ж
41505,3.5,ИУ,1,Специалист,True,2012,Ж
41507,3.55,ИУ,3,Б,True,2014,Ж
41512,3.66,ИУ,12,Специалист,True,2011,М
41527,3.37,ИУ,7,Специалист,True,2007,М
41538,3.31,ИУ,11,Специалист,False,2008,М
41541,3.42,ИУ,7,Б,True,2015,М
41557,4.91,ИУ,6,Специалист,True,2011,М
41565,4.97,ИУ,11,Специалист,True,2013,М
41577,3.0,ИУ,2,Специалист,True,2010,Ж
41584,4.5,ИУ,4,М,False,2015,Ж
41588,3.16,ИУ,4,Специалист,True,2014,М
41595,3.09,ИУ,3,Б,True,2014,М
41600,3.58,ИУ,5,Специалист,True,2014,Ж
41607,3.5,ИУ,1,Специалист,True,2009,М
41609,3.44,ИУ,4,Специалист,True,2010,М
41615,3.5,ИУ,1,Специалист,True,2011,М
41617,4.0,ИУ,1,Специалист,True,2012,М
41620,3.83,ИУ,12,Специалист,False,2010,М
41623,4.86,ИУ,4,М,False,2018,М
41636,4.37,ИУ,12,Специалист,False,2010,М
41648,3.0,ИУ,2,Б,True,2015,М
41653,4.54,ИУ,12,Специалист,False,2012,М
41654,4.44,ИУ,12,Специалист,False,2013,М
41661,3.4,ИУ,1,Специалист,True,2016,М
41662,3.54,ИУ,4,М,False,2015,М
41684,3.67,ИУ,3,Специалист,True,2012,М
41688,3.42,ИУ,5,Специалист,True,2015,М
41695,4.71,ИУ,4,М,False,2018,М
41696,4.26,ИУ,7,Специалист,True,2008,М
41707,4.6,ИУ,8,Б,False,2014,М
41708,4.6,ИУ,4,М,False,2018,М
41709,3.75,ИУ,3,Специалист,True,2010,М
41710,4.25,ИУ,8,Б,False,2013,М
41734,3.27,ИУ,3,Б,True,2014,М
41735,4.25,ИУ,11,Специалист,True,2010,М
41736,3.67,ИУ,7,Специалист,True,2007,М
41764,4.36,ИУ,9,Специалист,True,2011,М
41765,4.24,ИУ,10,Специалист,True,2007,М
41766,4.45,ИУ,9,Специалист,True,2008,М
41767,4.33,ИУ,12,Специалист,False,2010,М
41778,4.75,ИУ,4,М,False,2016,М
41814,3.2,ИУ,1,Специалист,True,2014,М
41815,3.97,ИУ,7,Б,True,2016,М
41826,4.12,ИУ,8,Специалист,True,2008,Ж
41829,4.46,ИУ,4,М,False,2017,Ж
41841,4.45,ИУ,11,Специалист,False,2008,Ж
41852,4.91,ИУ,8,Б,False,2014,Ж
41853,5.0,ИУ,4,М,False,2018,Ж
41864,3.98,ИУ,10,Специалист,True,2009,М
41875,4.07,ИУ,7,Специалист,True,2007,Ж
41886,3.94,ИУ,8,Специалист,True,2008,Ж
41897,3.43,ИУ,7,Специалист,True,2008,М
41898,3.5,ИУ,10,Специалист,True,2009,М
41918,4.11,ИУ,4,М,False,2015,М
41922,3.43,ИУ,6,Специалист,True,2009,М
41931,4.36,ИУ,10,Специалист,True,2009,Ж
41942,4.24,ИУ,11,Специалист,False,2010,М
41953,3.38,ИУ,2,Специалист,True,2010,М
41958,3.0,ИУ,2,Специалист,True,2011,М
41959,4.24,ИУ,8,Б,False,2016,М
41960,4.62,ИУ,4,М,False,2017,М
41973,3.56,ИУ,2,Специалист,True,2011,М
41976,4.79,ИУ,8,Б,True,2012,М
41977,4.92,ИУ,4,М,True,2017,М
41978,3.71,ИУ,8,Б,True,2012,М
41999,3.93,ИУ,9,Б,True,2012,Ж
42000,4.85,ИУ,4,М,False,2017,Ж
42013,3.72,ИУ,8,Б,True,2013,Ж
42022,4.84,ИУ,8,Б,False,2013,Ж
42030,4.56,ИУ,8,Б,False,2014,М
42031,4.67,ИУ,8,Б,False,2015,М
42032,5.0,ИУ,4,М,False,2018,М
42033,3.0,ИУ,2,Специалист,True,2009,М
42034,4.77,ИУ,8,Б,False,2015,М
42061,3.71,ИУ,8,Б,False,2014,М
42069,3.33,ИУ,1,Б,True,2019,М
42071,3.11,ИУ,2,Специалист,True,2010,М
42072,3.0,ИУ,1,Специалист,True,2009,М
42073,3.0,ИУ,1,Специалист,True,2010,М
42079,3.25,ИУ,1,Специалист,True,2013,М
42081,4.87,ИУ,8,Б,False,2015,М
42082,4.0,ИУ,2,М,True,2017,М
42083,4.11,ИУ,8,Б,False,2013,М
42084,4.94,ИУ,4,М,False,2015,М
42104,3.57,ИУ,4,М,False,2017,М
42105,4.95,ИУ,4,М,False,2017,М
42106,5.0,ИУ,12,Специалист,False,2010,М
42107,3.66,ИУ,8,Б,False,2013,М
42132,3.5,ИУ,1,Специалист,True,2015,М
42134,4.1,ИУ,10,Специалист,True,2009,М
42137,4.42,ИУ,3,Б,True,2016,М
42150,4.41,ИУ,7,Б,True,2014,М
42151,4.89,ИУ,4,М,False,2018,М
42152,3.6,ИУ,10,Специалист,True,2009,М
42153,3.73,ИУ,6,Специалист,True,2012,М
42154,4.03,ИУ,8,Б,False,2016,М
42155,3.57,ИУ,4,Б,True,2015,М
42156,3.12,ИУ,2,Б,True,2016,М
42204,4.08,ИУ,12,Специалист,False,2014,М
42205,4.91,ИУ,10,Специалист,True,2009,М
42227,3.44,ИУ,4,Б,True,2013,М
42235,4.79,ИУ,8,Б,False,2015,М
42243,4.38,ИУ,8,Б,False,2016,М
42251,3.0,ИУ,1,Б,True,2016,М
42252,3.21,ИУ,7,Специалист,True,2008,М
42263,4.66,ИУ,8,Б,False,2016,М
42271,4.46,ИУ,4,М,False,2018,М
42275,3.77,ИУ,8,Специалист,True,2009,М
42285,4.62,ИУ,9,Специалист,True,2009,Ж
42295,5.0,ИУ,11,Специалист,False,2009,Ж
42297,4.5,ИУ,1,Б,True,2019,Ж
42298,4.45,ИУ,8,Б,True,2012,Ж
42319,4.67,ИУ,1,Специалист,True,2011,Ж
42321,3.82,ИУ,8,Б,False,2015,Ж
42329,4.04,ИУ,11,Специалист,True,2008,Ж
42330,4.77,ИУ,10,Специалист,True,2007,Ж
42336,4.33,ИУ,2,Специалист,True,2016,Ж
42356,3.35,ИУ,6,Специалист,True,2010,М
42364,3.09,ИУ,5,Б,True,2011,М
42377,3.42,ИУ,13,Специалист,True,2008,М
42381,3.36,ИУ,3,Специалист,True,2016,М
42398,3.23,ИУ,8,Б,True,2011,М
42410,4.0,ИУ,1,Специалист,True,2012,М
42412,3.58,ИУ,8,Б,False,2013,М
42420,3.92,ИУ,8,Б,False,2013,М
42428,3.25,ИУ,2,Специалист,True,2013,М
42431,3.97,ИУ,6,Специалист,True,2009,М
42440,3.47,ИУ,8,Б,False,2015,М
42448,3.85,ИУ,8,Б,False,2015,М
42456,3.88,ИУ,12,Специалист,False,2014,М
42468,4.31,ИУ,8,Б,True,2015,М
42477,4.87,ИУ,8,Б,False,2015,Ж
42485,3.96,ИУ,9,Специалист,True,2008,Ж
42486,3.4,ИУ,1,Б,True,2015,Ж
42487,3.64,ИУ,8,Специалист,True,2008,Ж
42510,5.0,ИУ,8,Б,False,2013,Ж
42511,5.0,ИУ,4,М,False,2017,Ж
