,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
22203,4.08,МТ,11,Специалист,True,2010,М
22204,3.73,МТ,12,Специалист,False,2012,М
22205,4.33,МТ,11,Специалист,False,2008,М
22206,4.34,МТ,11,Специалист,True,2013,М
22260,4.84,МТ,4,М,False,2018,М
22261,4.03,МТ,8,Б,False,2014,М
22272,3.0,МТ,1,Б,True,2018,М
22276,3.26,МТ,6,Специалист,True,2009,М
22281,3.0,МТ,1,Специалист,True,2008,М
22288,4.03,МТ,12,Специалист,True,2008,Ж
22289,4.72,МТ,11,Специалист,False,2008,Ж
22310,4.34,МТ,8,Б,False,2015,Ж
22311,4.95,МТ,8,Б,False,2015,Ж
22326,4.08,МТ,6,Б,True,2015,Ж
22335,4.59,МТ,12,Специалист,False,2013,Ж
22336,4.3,МТ,11,Специалист,True,2010,Ж
22359,4.65,МТ,6,Специалист,True,2011,Ж
22360,5.0,МТ,4,М,False,2015,Ж
22373,3.5,МТ,6,Б,True,2015,Ж
22382,4.79,МТ,12,Специалист,False,2013,Ж
22394,4.04,МТ,11,Специалист,False,2009,Ж
22395,4.39,МТ,7,Специалист,True,2011,Ж
22398,5.0,МТ,4,М,False,2015,Ж
22417,4.47,МТ,8,Б,False,2016,Ж
22425,4.06,МТ,10,Специалист,True,2012,М
22437,4.35,МТ,12,Специалист,True,2011,Ж
22450,3.93,МТ,12,Специалист,True,2012,М
22463,4.52,МТ,12,Специалист,False,2013,М
22475,3.75,МТ,12,Специалист,True,2012,Ж
22489,4.48,МТ,11,Специалист,True,2014,М
22501,3.93,МТ,11,Специалист,False,2009,М
22502,3.59,МТ,7,Специалист,True,2011,М
22520,3.45,МТ,10,Специалист,True,2007,М
22521,4.92,МТ,12,Специалист,False,2010,М
22522,3.97,МТ,11,Специалист,False,2008,М
22524,4.61,МТ,7,Б,True,2013,М
22525,4.5,МТ,8,Б,False,2016,М
22530,4.82,МТ,7,Б,True,2014,М
22578,4.69,МТ,10,Специалист,True,2013,М
22590,3.9,МТ,10,Специалист,True,2008,М
22593,4.85,МТ,4,М,False,2016,М
22605,4.28,МТ,10,Специалист,True,2013,М
22606,3.65,МТ,11,Специалист,True,2012,М
22607,4.14,МТ,3,Специалист,True,2011,М
22636,4.9,МТ,11,Специалист,False,2008,М
22637,4.24,МТ,10,Специалист,True,2013,М
22638,3.6,МТ,2,Специалист,True,2012,М
22663,3.52,МТ,11,Специалист,True,2010,М
22678,3.49,МТ,10,Специалист,True,2011,М
22679,4.36,МТ,10,Специалист,True,2011,М
22684,3.58,МТ,8,Б,False,2014,М
22685,4.0,МТ,3,Специалист,True,2009,М
22712,3.4,МТ,12,Специалист,True,2010,М
22715,3.94,МТ,3,Специалист,True,2014,М
22735,4.28,МТ,10,Специалист,True,2008,М
22736,4.11,МТ,4,М,False,2017,М
22738,3.82,МТ,8,Б,False,2013,М
22758,3.31,МТ,12,Специалист,False,2010,М
22770,3.71,МТ,6,Б,True,2012,М
22779,3.2,МТ,3,Специалист,True,2008,М
22784,3.48,МТ,5,Б,True,2011,М
22796,3.41,МТ,12,Специалист,False,2010,М
22808,4.41,МТ,11,Специалист,False,2009,М
22809,3.2,МТ,1,Специалист,True,2012,М
22821,4.13,МТ,11,Специалист,False,2009,М
22822,3.92,МТ,8,Б,False,2015,М
22840,4.3,МТ,11,Специалист,False,2011,М
22851,3.94,МТ,3,Специалист,True,2016,М
22856,3.31,МТ,3,Специалист,True,2016,М
22863,4.09,МТ,10,Специалист,True,2012,М
22875,4.36,МТ,8,Б,False,2016,М
22883,4.83,МТ,11,Специалист,False,2011,Ж
22894,3.94,МТ,11,Специалист,False,2011,Ж
22905,4.26,МТ,7,Специалист,True,2012,Ж
22906,4.18,МТ,7,Б,True,2014,Ж
22907,4.63,МТ,4,М,False,2016,Ж
22925,3.66,МТ,8,Б,True,2013,Ж
22929,4.56,МТ,4,М,False,2016,Ж
22940,4.11,МТ,8,Б,True,2012,Ж
22941,4.72,МТ,8,Б,False,2014,Ж
22958,3.5,МТ,1,Специалист,True,2019,Ж
22960,4.0,МТ,11,Специалист,False,2009,Ж
22971,4.88,МТ,8,Б,False,2014,Ж
22972,4.67,МТ,8,Б,False,2015,Ж
22973,5.0,МТ,4,М,False,2018,Ж
22974,5.0,МТ,1,М,True,2018,Ж
22975,4.19,МТ,7,Специалист,True,2011,Ж
22976,3.28,МТ,8,Б,False,2014,Ж
22977,4.95,МТ,8,Б,False,2014,Ж
22978,4.82,МТ,4,М,False,2015,Ж
23023,4.32,МТ,8,Б,False,2015,Ж
23031,4.68,МТ,12,Специалист,False,2012,М
23043,4.58,МТ,8,Б,False,2015,М
23044,3.67,МТ,1,Б,True,2017,М
23054,3.1,МТ,2,Специалист,True,2012,М
23058,3.89,МТ,3,М,True,2015,М
23062,3.22,МТ,7,Специалист,True,2013,М
23071,4.0,МТ,11,Специалист,False,2011,М
23082,4.04,МТ,10,Специалист,True,2007,М
23083,4.16,МТ,11,Специалист,False,2009,М
23104,4.49,МТ,12,Специалист,True,2012,Ж
23118,4.84,МТ,12,Специалист,False,2012,М
23130,4.6,МТ,12,Специалист,False,2011,Ж
23142,4.71,МТ,12,Специалист,False,2012,М
23154,4.19,МТ,12,Специалист,False,2012,М
23155,3.5,МТ,1,Специалист,True,2017,М
23168,4.29,МТ,10,Специалист,True,2007,М
23171,5.0,МТ,7,Б,True,2014,М
23172,5.0,МТ,4,М,False,2018,М
23191,3.11,МТ,2,Б,True,2016,М
23196,3.49,МТ,11,Специалист,True,2010,М
23197,4.08,МТ,11,Специалист,True,2012,М
23200,3.2,МТ,1,Специалист,True,2014,М
23227,4.68,МТ,12,Специалист,False,2012,М
23239,3.2,МТ,1,Б,True,2016,М
23241,3.78,МТ,12,Специалист,False,2013,М
23253,4.65,МТ,12,Специалист,False,2013,Ж
23265,4.74,МТ,11,Специалист,False,2008,Ж
23276,4.69,МТ,11,Специалист,False,2011,Ж
23277,3.76,МТ,10,Специалист,True,2014,Ж
23299,3.4,МТ,2,Специалист,True,2013,Ж
23304,4.74,МТ,11,Специалист,True,2012,Ж
23316,3.57,МТ,10,Специалист,True,2007,Ж
23327,3.25,МТ,3,Специалист,True,2013,Ж
23333,3.4,МТ,10,Специалист,True,2008,Ж
23335,4.26,МТ,8,Б,False,2015,Ж
23336,4.67,МТ,8,Б,False,2015,Ж
23362,5.0,МТ,4,М,False,2018,Ж
23366,4.7,МТ,12,Специалист,False,2013,Ж
23378,4.23,МТ,11,Специалист,False,2009,Ж
23389,3.15,МТ,10,Специалист,True,2007,Ж
23400,3.53,МТ,11,Специалист,True,2013,М
23413,4.72,МТ,12,Специалист,False,2010,Ж
23417,5.0,МТ,1,М,True,2016,Ж
23427,3.0,МТ,2,Специалист,True,2008,Ж
23432,4.81,МТ,4,М,True,2016,Ж
23438,3.75,МТ,4,Специалист,True,2010,М
23443,4.93,МТ,7,Специалист,True,2011,Ж
23451,4.55,МТ,7,Б,True,2013,Ж
23452,4.86,МТ,4,М,False,2017,Ж
23463,4.22,МТ,10,Специалист,True,2007,Ж
23474,4.17,МТ,6,Специалист,True,2016,Ж
23482,4.84,МТ,11,Специалист,True,2010,Ж
23494,3.53,МТ,8,Б,True,2013,Ж
23503,3.38,МТ,8,Б,True,2013,Ж
23512,4.65,МТ,8,Б,False,2015,Ж
23513,4.65,МТ,8,Б,False,2015,Ж
23514,3.6,МТ,3,Б,True,2016,Ж
23533,3.32,МТ,4,Специалист,True,2012,М
23534,3.4,МТ,1,Специалист,True,2016,М
23543,3.88,МТ,7,Б,True,2013,М
23551,4.22,МТ,11,Специалист,False,2010,М
23562,3.68,МТ,10,Специалист,True,2007,М
23563,4.81,МТ,12,Специалист,False,2010,М
23565,4.91,МТ,8,Б,False,2016,М
23593,3.1,МТ,2,Специалист,True,2016,М
23598,3.67,МТ,8,Б,False,2015,М
23606,3.0,МТ,1,Специалист,True,2014,М
23607,3.5,МТ,2,Специалист,True,2009,М
23617,4.56,МТ,12,Специалист,False,2013,М
23629,3.76,МТ,11,Специалист,False,2008,М
23632,3.2,МТ,1,Специалист,True,2015,М
23642,4.08,МТ,8,Б,False,2014,М
23643,3.95,МТ,8,Б,False,2016,М
23658,3.32,МТ,4,Специалист,True,2014,М
23665,3.33,МТ,12,Специалист,False,2010,М
23677,3.24,МТ,4,Специалист,True,2014,М
23686,3.0,МТ,1,Специалист,True,2016,М
23689,4.32,МТ,8,Б,False,2016,М
23697,4.73,МТ,10,Специалист,True,2007,М
23708,3.7,МТ,11,Специалист,True,2010,М
23709,3.2,МТ,2,Специалист,True,2016,М
23726,4.21,МТ,4,М,False,2018,М
23730,3.2,МТ,1,Специалист,True,2016,М
23735,3.6,МТ,2,Специалист,True,2016,Ж
23738,4.83,МТ,8,Б,False,2015,Ж
23746,3.36,МТ,2,Специалист,True,2018,М
23750,5.0,МТ,4,М,False,2015,М
23754,3.0,МТ,2,Специалист,True,2009,М
23757,4.59,МТ,8,Специалист,True,2012,М
23769,3.89,МТ,2,Специалист,True,2012,Ж
23773,3.83,МТ,2,Специалист,True,2014,М
23778,3.17,МТ,1,М,True,2016,М
23781,4.15,МТ,10,Специалист,True,2007,М
23782,3.89,МТ,11,Специалист,True,2007,М
23787,3.78,МТ,8,Специалист,True,2007,М
23819,4.12,МТ,11,Специалист,True,2014,М
23820,3.0,МТ,1,Специалист,True,2010,М
23833,3.2,МТ,1,Специалист,True,2012,М
23834,3.7,МТ,9,Б,True,2007,М
23849,3.5,МТ,4,Специалист,True,2010,М
23850,3.17,МТ,7,Б,True,2013,М
23863,3.2,МТ,1,Специалист,True,2014,М
23869,4.46,МТ,11,Специалист,False,2008,М
23880,3.86,МТ,8,Б,True,2013,М
23889,4.49,МТ,11,Специалист,False,2008,Ж
23891,3.11,МТ,13,Специалист,True,2009,Ж
23906,4.13,МТ,12,Специалист,False,2011,Ж
23910,4.92,МТ,4,М,False,2016,Ж
23922,4.59,МТ,7,Специалист,True,2011,Ж
23923,4.88,МТ,4,М,False,2015,Ж
23934,4.19,МТ,8,Б,False,2014,Ж
23942,4.8,МТ,12,Специалист,False,2013,Ж
23945,3.05,МТ,4,Специалист,True,2009,Ж
23969,4.58,МТ,4,М,False,2018,Ж
23970,3.53,МТ,3,Специалист,True,2009,Ж
23978,3.67,МТ,11,Специалист,False,2008,М
23989,4.54,МТ,11,Специалист,False,2009,Ж
24000,4.32,МТ,10,Специалист,True,2010,Ж
24011,4.44,МТ,11,Специалист,False,2009,М
24012,4.18,МТ,8,Б,False,2015,М
24013,3.62,МТ,3,Б,True,2015,М
24022,3.44,МТ,7,Специалист,True,2011,М
24041,3.44,МТ,3,Специалист,True,2016,М
24052,4.1,МТ,12,Специалист,False,2010,Ж
24064,3.46,МТ,11,Специалист,True,2008,Ж
24076,4.97,МТ,8,Б,False,2013,Ж
24084,4.1,МТ,10,Специалист,True,2008,Ж
24085,3.89,МТ,7,Б,True,2009,Ж
24105,4.94,МТ,4,М,False,2017,Ж
24109,4.84,МТ,10,Специалист,True,2007,Ж
24120,3.79,МТ,12,Специалист,False,2010,М
24132,4.85,МТ,12,Специалист,False,2010,Ж
24133,4.77,МТ,7,Специалист,True,2012,Ж
24134,4.29,МТ,4,М,False,2018,Ж
24136,4.17,МТ,1,Б,True,2017,Ж
24138,4.39,МТ,6,Б,True,2012,Ж
24140,5.0,МТ,4,М,False,2016,Ж
24171,4.37,МТ,12,Специалист,False,2012,Ж
24172,4.34,МТ,12,Специалист,False,2013,Ж
24173,4.95,МТ,12,Специалист,False,2013,Ж
24207,3.6,МТ,2,Специалист,True,2014,Ж
24208,3.73,МТ,3,Специалист,True,2013,Ж
24209,4.56,МТ,9,Б,True,2014,Ж
24216,3.67,МТ,1,Специалист,True,2018,Ж
24218,4.7,МТ,10,Специалист,True,2008,Ж
24219,4.58,МТ,8,Б,False,2014,Ж
24220,4.89,МТ,8,Б,False,2014,Ж
24221,4.83,МТ,4,М,False,2018,Ж
24249,4.45,МТ,8,Б,False,2014,Ж
24257,3.93,МТ,3,Специалист,True,2009,Ж
24262,4.29,МТ,8,Б,False,2015,Ж
24277,3.6,МТ,1,Специалист,True,2010,М
24279,3.6,МТ,1,Специалист,True,2011,М
24281,4.08,МТ,8,Специалист,True,2007,М
24293,3.1,МТ,2,Специалист,True,2010,М
24297,3.89,МТ,8,Б,False,2013,М
24305,3.55,МТ,2,Специалист,True,2017,М
24310,3.24,МТ,9,Специалист,True,2010,М
24311,4.12,МТ,11,Специалист,True,2012,М
24334,3.6,МТ,9,Специалист,True,2011,М
24345,3.62,МТ,8,Б,False,2016,М
24353,4.19,МТ,8,Б,False,2016,М
24361,3.22,МТ,2,Специалист,True,2011,М
24364,3.69,МТ,12,Специалист,True,2009,М
24367,3.21,МТ,3,Б,True,2014,М
24384,4.14,МТ,3,Специалист,True,2011,М
24388,3.86,МТ,7,Специалист,True,2012,Ж
24389,4.5,МТ,1,М,True,2016,Ж
24400,3.86,МТ,7,Специалист,True,2012,Ж
24401,3.67,МТ,1,М,True,2016,Ж
24412,3.2,МТ,2,Специалист,True,2012,М
24413,4.79,МТ,8,Б,False,2016,М
24414,3.45,МТ,7,Б,True,2013,М
24415,3.63,МТ,8,Специалист,True,2008,М
24416,4.0,МТ,4,М,False,2016,М
24446,3.16,МТ,4,Специалист,True,2014,М
24456,4.7,МТ,10,Специалист,True,2008,М
24459,4.9,МТ,3,М,False,2016,М
24470,4.84,МТ,12,Специалист,False,2012,М
24482,4.17,МТ,11,Специалист,True,2010,М
24483,4.09,МТ,9,Специалист,True,2011,М
24488,4.2,МТ,5,Специалист,True,2008,М
24513,4.03,МТ,9,Специалист,True,2012,М
24514,4.12,МТ,12,Специалист,False,2014,М
24517,3.0,МТ,1,Специалист,True,2009,М
24520,3.97,МТ,8,Б,False,2015,М
24547,4.42,МТ,4,М,False,2017,М
24551,3.2,МТ,1,Специалист,True,2013,М
24553,3.58,МТ,7,Б,True,2013,М
24561,3.63,МТ,8,Б,True,2014,М
24571,3.26,МТ,11,Специалист,True,2008,М
24583,4.18,МТ,8,Б,False,2014,М
24591,4.78,МТ,8,Б,False,2014,М
24592,5.0,МТ,4,М,False,2018,М
24593,4.0,МТ,5,Специалист,True,2007,М
24609,3.65,МТ,12,Специалист,True,2011,М
24610,4.6,МТ,1,Специалист,True,2016,М
24625,3.86,МТ,11,Специалист,True,2014,М
24637,3.49,МТ,8,Б,True,2015,М
24646,3.57,МТ,6,Б,True,2014,М
24647,3.5,МТ,1,Б,True,2018,М
24658,4.86,МТ,8,Б,False,2014,М
24659,4.94,МТ,4,М,False,2018,М
24670,3.4,МТ,7,Б,True,2014,М
24678,3.92,МТ,3,Б,True,2015,М
24683,4.44,МТ,2,Б,True,2015,Ж
24690,4.02,МТ,10,Специалист,True,2013,Ж
24702,4.96,МТ,11,Специалист,True,2010,Ж
24704,4.06,МТ,8,Б,False,2015,Ж
24722,3.82,МТ,3,Специалист,True,2017,Ж
24727,4.79,МТ,8,Б,False,2015,Ж
24735,4.84,МТ,8,Б,False,2015,Ж
24736,4.71,МТ,8,Б,False,2016,Ж
24751,4.62,МТ,11,Специалист,False,2010,Ж
24762,3.36,МТ,3,Специалист,True,2011,Ж
24766,4.68,МТ,8,Б,False,2013,Ж
24767,4.57,МТ,8,Б,False,2013,Ж
24768,3.94,МТ,4,М,False,2017,Ж
24786,3.68,МТ,8,Б,True,2013,Ж
24795,4.14,МТ,9,Специалист,True,2011,Ж
24806,4.69,МТ,4,М,False,2017,Ж
24807,3.75,МТ,1,Б,True,2018,Ж
24814,3.2,МТ,1,Б,True,2015,М
24818,4.74,МТ,8,Б,False,2016,Ж
24826,4.98,МТ,11,Специалист,False,2009,Ж
24837,4.78,МТ,11,Специалист,True,2013,Ж
24841,4.5,МТ,3,М,True,2015,Ж
24853,4.29,МТ,11,Специалист,False,2009,Ж
24864,4.6,МТ,10,Специалист,True,2008,Ж
24865,4.03,МТ,8,Б,False,2014,Ж
24883,4.67,МТ,11,Специалист,False,2008,Ж
24894,4.56,МТ,10,Специалист,True,2007,Ж
24895,3.71,МТ,4,Специалист,True,2014,Ж
24898,3.33,МТ,1,Б,True,2018,Ж
24899,4.71,МТ,8,Б,False,2016,Ж
24926,4.5,МТ,4,М,False,2016,Ж
24930,4.3,МТ,11,Специалист,True,2010,Ж
24931,4.68,МТ,11,Специалист,True,2010,Ж
24934,4.31,МТ,7,Специалист,True,2012,Ж
24937,4.48,МТ,7,Специалист,True,2011,Ж
24940,4.82,МТ,4,М,False,2016,Ж
24941,4.0,МТ,1,М,True,2016,Ж
24978,4.56,МТ,8,Б,False,2015,Ж
24979,4.71,МТ,8,Б,False,2015,Ж
24980,4.83,МТ,8,Б,False,2016,Ж
24981,4.88,МТ,4,М,True,2017,Ж
24982,5.0,МТ,4,М,False,2018,Ж
24983,5.0,МТ,4,М,False,2016,Ж
25015,4.79,МТ,8,Б,False,2016,Ж
25023,4.04,МТ,11,Специалист,False,2009,Ж
25024,4.26,МТ,12,Специалист,False,2014,Ж
25025,4.17,МТ,1,Специалист,True,2017,Ж
25048,4.16,МТ,8,Б,False,2013,Ж
25049,4.08,МТ,8,Б,False,2015,Ж
25050,4.05,МТ,8,Б,False,2016,Ж
25051,4.17,МТ,4,М,False,2017,Ж
25076,3.0,МТ,1,Б,True,2016,Ж
25081,4.26,МТ,11,Специалист,False,2008,Ж
25092,4.91,МТ,7,Специалист,True,2012,Ж
25093,4.59,МТ,8,Б,False,2016,Ж
25094,3.77,МТ,7,Специалист,True,2011,Ж
25095,4.59,МТ,4,М,False,2015,Ж
25096,5.0,МТ,4,М,False,2016,Ж
25124,4.43,МТ,4,М,False,2018,М
25125,3.46,МТ,7,Б,True,2013,М
25126,4.21,МТ,7,Б,True,2014,М
25127,4.81,МТ,4,М,False,2018,М
25149,3.74,МТ,11,Специалист,True,2014,М
25161,3.0,МТ,1,Специалист,True,2007,М
25163,3.25,МТ,12,Специалист,True,2010,М
25179,3.55,МТ,13,Специалист,True,2009,Ж
25193,4.45,МТ,10,Специалист,True,2010,Ж
25205,4.48,МТ,12,Специалист,False,2013,Ж
25206,4.69,МТ,12,Специалист,False,2013,Ж
25229,4.28,МТ,10,Специалист,True,2008,Ж
25230,3.38,МТ,3,Б,True,2015,Ж
25244,3.5,МТ,8,Б,True,2013,Ж
25245,3.0,МТ,1,Б,True,2016,Ж
25255,4.28,МТ,10,Специалист,True,2007,Ж
25266,3.08,МТ,5,Специалист,True,2010,М
25273,3.2,МТ,2,Б,True,2010,М
25274,3.4,МТ,1,Специалист,True,2009,М
25280,3.53,МТ,3,Специалист,True,2010,Ж
25285,4.14,МТ,8,Б,True,2011,М
25297,3.0,МТ,1,Специалист,True,2016,М
25299,3.38,МТ,10,Специалист,True,2012,М
25311,4.0,МТ,7,Специалист,True,2012,М
25319,5.0,МТ,10,Специалист,True,2008,М
25330,3.98,МТ,10,Специалист,True,2011,М
25341,3.54,МТ,7,Специалист,True,2012,М
25349,3.96,МТ,11,Специалист,True,2008,М
25361,4.79,МТ,7,Б,True,2013,Ж
25369,4.95,МТ,8,Б,False,2013,Ж
25370,4.95,МТ,4,М,False,2017,Ж
25381,5.0,МТ,4,М,False,2018,Ж
25385,4.74,МТ,8,Б,False,2015,М
25386,4.47,МТ,8,Б,False,2015,М
25401,3.0,МТ,1,Б,True,2016,М
25405,3.92,МТ,8,Б,True,2015,М
25414,4.34,МТ,8,Б,False,2015,М
25415,4.57,МТ,1,М,True,2018,М
25424,4.76,МТ,8,Б,False,2015,Ж
25432,3.52,МТ,5,Специалист,True,2015,Ж
25440,4.21,МТ,2,Специалист,True,2018,Ж
25444,4.56,МТ,8,Б,False,2013,Ж
25445,5.0,МТ,4,М,False,2017,Ж
25456,4.92,МТ,8,Б,False,2016,Ж
25464,3.0,МТ,2,Б,True,2015,М
25468,3.84,МТ,8,Б,False,2015,М
25476,4.12,МТ,12,Специалист,False,2010,М
25478,3.4,МТ,1,Б,True,2015,М
25492,3.97,МТ,8,Б,False,2015,М
25500,3.8,МТ,1,Специалист,True,2015,М
25505,4.38,МТ,11,Специалист,True,2013,М
25517,4.53,МТ,8,Б,False,2016,Ж
25525,3.1,МТ,6,Специалист,True,2007,М
25534,3.1,МТ,2,Специалист,True,2007,Ж
25539,4.34,МТ,8,Б,False,2015,М
25547,3.21,МТ,12,Специалист,False,2010,М
25559,5.0,МТ,8,Б,False,2016,М
25567,4.68,МТ,8,Б,False,2016,Ж
25575,4.74,МТ,8,Б,False,2015,Ж
25583,4.49,МТ,11,Специалист,False,2009,Ж
25594,3.46,МТ,5,Специалист,True,2012,Ж
25595,4.09,МТ,8,Б,False,2015,Ж
25613,4.53,МТ,8,Б,False,2015,Ж
25621,3.71,МТ,1,М,True,2018,М
25624,3.8,МТ,3,Б,True,2017,М
25628,5.0,МТ,4,М,False,2015,Ж
25632,3.8,МТ,9,Специалист,True,2007,Ж
25643,3.64,МТ,10,Специалист,True,2008,Ж
25654,4.08,МТ,8,Б,False,2014,Ж
25655,4.89,МТ,4,М,False,2018,Ж
25666,4.69,МТ,8,Б,False,2015,Ж
25674,4.5,МТ,1,М,True,2016,Ж
25676,4.28,МТ,4,М,False,2015,Ж
25680,4.61,МТ,6,Специалист,True,2011,Ж
25681,4.5,МТ,1,Специалист,True,2015,Ж
25690,3.96,МТ,11,Специалист,False,2008,М
25701,4.29,МТ,11,Специалист,False,2009,М
25712,4.37,МТ,12,Специалист,True,2011,Ж
25725,3.98,МТ,10,Специалист,True,2008,Ж
25736,4.78,МТ,8,Б,False,2016,Ж
25744,3.52,МТ,5,Специалист,True,2012,М
25755,3.89,МТ,12,Специалист,False,2013,Ж
25767,3.19,МТ,4,Специалист,True,2014,Ж
25776,3.2,МТ,1,Специалист,True,2015,М
25780,3.0,МТ,1,Специалист,True,2015,М
25783,3.67,МТ,1,Специалист,True,2017,М
25787,3.47,МТ,12,Специалист,True,2012,М
25801,4.21,МТ,8,Б,False,2016,М
25809,3.94,МТ,3,Специалист,True,2016,Ж
25815,4.45,МТ,8,Б,False,2016,Ж
25823,3.08,МТ,3,Б,True,2016,М
25829,4.12,МТ,10,Специалист,True,2008,Ж
25840,3.6,МТ,1,Специалист,True,2007,Ж
25842,3.2,МТ,1,Специалист,True,2007,Ж
